Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
"DX Engineer, Next.js",2025-02-28,https://jobright.ai/jobs/info/66ed82de025bb2c4180eb569?utm_source=1100&utm_campaign=Software Engineering,On Site,"Hybrid - San Francisco, New York City",Vercel,251-500,"Artificial Intelligence (AI),Cloud Infrastructure",$115000-$170000 /yr,"1. Experience building with Next.js, and while you don’t need to be an expert, you’re comfortable using it and can provide examples of your work.
2. Enjoy writing and have demonstrated this through blog posts, tutorials, or other forms of technical writing.
3. Experience with frontend tools like TypeScript, MDX, Markdown, and Git.
4. Passionate about sharing knowledge and helping others learn.
5. Include a writing sample that showcases your ability to explain technical concepts. This could be a blog post, tutorial, or documentation you’ve created.",not sure,
"Software Dev Engineer - Embedded, Runtime, Storage, System & Performance , Annapurna Labs",2025-02-28,https://jobright.ai/jobs/info/675d862de1b6816947f09e4f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Seattle, WA
Cupertino, CA",Amazon,10000+,"Crowdsourcing,Delivery",$100K-$200K /yr,"1. Currently enrolled in, or completed a Bachelor’s degree program or higher in Computer Science, Computer Engineering, Electrical Engineering or related field
2. To qualify, applicants should have earned a Bachelor’s or Master’s degree between May 2023 to September 2025. Possible start dates for this role are between January 2025 to October 2025.
3. Programming experience in internship or coursework with programming language such as Python and/or C or C++.
4. Candidates with strong interests and academic qualifications/research focus in two of the following: Distributed systems, algorithms (MPI, NCCL, or similar), Operating System - Linux system programming/services, Computer architecture, System Development, Complexity analysis.",not sure,
Cloud Support Engineer - Big Data Distributed Processing (DIST),2025-02-28,https://jobright.ai/jobs/info/6780e69d6a88f4d7ce317f9d?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Seattle, WA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$71K-$159K /yr,"1. 1+ years of software development, or 1+ years of technical support experience
2. Experience troubleshooting and debugging technical systems
3. Bachelor’s degree in Engineering/Computer Science/ Mathematics or any related field or a minimum of 1+ years of related professional and/or military experience and knowledge OR experience in Hadoop Administration, troubleshooting and problem solving skills (Any three applications: Apache Spark, Apache Hive, Presto, Map-Reduce, Zookeeper, HBASE, HDFS, YARN and Pig.)
4. Good understanding and troubleshooting of File formats, Linux, Networking concepts and protocols (DNS, TCP/IP, DHCP, HTTPS, OSI Model, Filesystems, disk space, Memory, CPU issues, Security, Encryptions etc.), JVM concepts.",not sure,
Software Engineer Level 0,2025-02-28,https://jobright.ai/jobs/info/67c1eb6fa29ba6b1add1c376?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fort Meade, MD",DCCA,101-250,"Cyber Security,Database",$150K-$160K /yr,"1. Candidate must have an active TS/SCI w/Poly
2. Bachelor’s degree in Computer Science or related discipline from an accredited college or university is required
3. Four (4) years of SWE experience on projects with similar software processes may be substituted for a bachelor’s degree.
4. Compliance with DoD 8570.01-M with a minimum certification of IAM Level I",no,
"ADC Engineer I, Amazon Dedicated Cloud Engineering - Support Engineering",2025-02-28,https://jobright.ai/jobs/info/676a3bd372b1c58ab68e0583?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Denver, CO
Seattle, WA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$82K-$152K /yr,"1. High school or equivalent diploma, or A+ or CND (Certified Network Defender) or Network+ or Security+
2. 1-3 years of experience with Systems Administration in Linux/Unix (Ubuntu, CentOS, RedHat, Solaris, etc.)
3. 1-3 years of experience with Networking (TCP/IP, DNS)
4. 1-3 years of experience with Troubleshooting / Support for technical IT issues
5. Current, active US Government Security Clearance of TS/SCI with Polygraph",no,
"Backend Software Engineer, Global CRM Platform",2025-02-28,https://jobright.ai/jobs/info/67be43cb3dc4fea871f7b046?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$250K /yr,"1. Bachelor's degree or above in computer science or related fields.
2. 1-3 years of experience building scalable systems.
3. Professional experience with Java.
4. Professional experience with Spring Boot and/or other Microservice frameworks.
5. Professional experience with relational databases (MySQL, Postgres etc).",not sure,
Cloud Support Engineer - Databases PostgreSQL,2025-02-28,https://jobright.ai/jobs/info/677eb9b96408ac9f126c77f8?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Dallas, TX
Seattle, WA
Herndon, VA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$71K-$159K /yr,"1. 1+ years of software development, or 1+ years of technical support experience.
2. Experience troubleshooting and debugging technical systems.
3. Bachelor’s degree in Engineering/Computer Science/ Mathematics or any related field or a minimum of 1+ years of related professional and/or military experience and good knowledge/experience in administration and troubleshooting for one or more of the given Database engines: Oracle/PostgreSQL/Amazon Aurora PostgreSQL.
4. Good Knowledge of database installation process, performance tuning, Database engine agnostic fundamentals, basic optimization of database and database migrations.
5. Knowledge or experience of Linux operating system including file manipulation, system monitoring commands.
...",not sure,
"Frontend Software Engineer, SMB",2025-02-28,https://jobright.ai/jobs/info/67c1dba21b65c5ee35a9af04?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$130K-$225K /yr,"1. Familiar with HTML/CSS, proficient in CSS preprocessors such as Sass, Less, etc., understand layout deeply, can implement common effects
2. Proficiency and experience with JavaScript, TypeScript, EcmaScript 2015+
3. Proficient in at least one mainstream front-end frameworks, such as React, Vue, etc., deep understanding of hooks and component development
4. Familiar with front-end engineering, can use of one of the building tools such as Webpack, Rollup, Vite, etc.
5. Very strong teamwork skills (e.g. communication, ownership, empathy, honesty).",not sure,
Cloud Support Engineer - Media & Content Delivery,2025-02-28,https://jobright.ai/jobs/info/677e9e60a14a1e6c435f1cdf?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Dallas, TX",Amazon Web Services (AWS),10000+,"Computer,Consulting",$71K-$159K /yr,"1. 1+ years of software development, or 1+ years of technical support experience
2. Experience troubleshooting and debugging technical systems
3. Good Understanding of media streaming protocols, content delivery networks, and email/messaging services.
4. Knowledge or Experience with Networking and troubleshooting (TCP/IP, DNS, OSI model, routing, switching, firewalls, LAN/WAN, traceroute, iperf, dig, cURL or related).",not sure,
Software Development Associate Engineer,2025-02-28,https://jobright.ai/jobs/info/67a57078839607e303460492?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Conshohocken, PA
Dallas, TX
Buffalo Grove, IL",Onbe,101-250,"Finance,Financial Services",$87K-$94K /yr,"1. Bachelor’s degree in Computer Science, Information Technology, or a related field.
2. 0-3 years of experience in Software Development.
3. Familiarity with Java 8 and above.
4. Basic understanding of Java frameworks such as Spring, Spring Boot, and Hibernate.
5. Exposure to relational databases like Microsoft SQL Server.
...",not sure,yes
Software Engineer Graduate (XR Web Platform-PICO) - 2025 Start (BS/MS),2025-02-28,https://jobright.ai/jobs/info/67c1ca0739a9eb9beb218fef?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$116K-$177K /yr,"1. Recent graduate with a degree in Computer Science, Software Engineering, or related field
2. Proficiency in JavaScript/TypeScript, with an understanding of modern web technologies
3. Knowledge of cross-platform mobile or web frameworks (e.g., React, React Native)
4. Strong problem-solving and debugging skills
5. Eagerness to learn and grow in a fast-paced, collaborative environment",not sure,yes
Frontend Software Engineer - University Graduate 2025,2025-02-28,https://jobright.ai/jobs/info/67a567fa5dd129729f62128a?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Mateo, CA",Verkada,1001-5000,"Enterprise Software,Internet of Things",$120K-$280K /yr,"1. BS/MS in Computer Science or similar technical field of study
2. Internship experience developing and launching products
3. Experience building reusable components, utilizing CSS pre-processors and building pixel perfect user interfaces.
4. Proficient understanding of JavaScript or TypeScript, including contexts, prototypes/classes and closures
5. Experience working with a modern web framework such as React, Angular.js, or Vue",not sure,yes
Software Developer 4,2025-02-28,https://jobright.ai/jobs/info/6747dafded2ac8ae4c30f9e3?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
United States
Redwood City, CA",Oracle,10000+,"Data Governance,Data Management",$94K-$224K /yr,"1. Excellent programming skills
2. Knowledge of JavaScript with contemporary front-end experience
3. Knowledge of modern JavaScript client-side frameworks
4. Experience with CSS styling
5. Ability to understand and apply new knowledge quickly
...",not sure,
Early Career C/UNIX Developer,2025-02-28,https://jobright.ai/jobs/info/67665131574ad1e81b0d3819?utm_source=1100&utm_campaign=Software Engineering,Remote,"Arkansas, United States",Gainwell Technologies,10000+,"Health Care,Information Technology",$41400-$59200 /yr,"1. Bachelor's degree in computer science, mathematics or related field preferred
2. Zero or more years of experience in programming or testing
3. Experience working in a student employment program or related experience
4. Experience working with appropriate programming languages, operating systems and software (C/C++, Unix/Linux, and SQL)
5. Experience working with relational databases to facilitate programming software",not sure,yes
Senior Associate Application Engineer (ServiceNow),2025-02-28,https://jobright.ai/jobs/info/67c08083a8d2544a972b7c60?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Riverwoods, IL
Houston, TX",Discover Financial Services,10000+,"Banking,Credit",$74K-$124K /yr,"1. Bachelors – Computer Science, Engineering, Informatics, Information Security, Information Technology or related
2. 1+ Years -- Information Technology, (Software) Engineering, or related
3. Internal applicants only: technical proficiency rating of advance beginner on the Dreyfus engineering scale",no,
Implementation Engineer,2025-02-28,https://jobright.ai/jobs/info/67c1384f7fed50926478193e?utm_source=1100&utm_campaign=Software Engineering,Hybrid,San Francisco Bay Area,Odoo,1001-5000,"E-Commerce,Human Resources",$90K-$105K /yr,"1. Bachelor's degree in Computer Science, Software Engineering, a related technical field, or an equivalent combination of experience and education
2. Frontend: 1+ years of professional experience with TypeScript/JavaScript, proficiency in HTML, SASS/LESS, and CSS
3. Backend: 1+ years of Object-Oriented programming experience (Python preferred)
4. Experience with Unix/Linux platforms
5. Strong understanding of database architecture and design concepts (UML/ERD)
...",no,
Atlas Graduate Program: SW QA Engineer (2025),2025-02-28,https://jobright.ai/jobs/info/678c9608ca780c077af48482?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Wilsonville, OR
Fremont, CA",Siemens EDA (Siemens Digital Industries Software),1001-5000,,$51-$61 /hr,"1. Technical degree in Electrical Engineering/Computer Engineering/Computer Science or equivalent is required.
2. Proficiency in Unix/Linux operating system environments required.
3. Good working knowledge and experience with IC physical design, layout, and verification tools; and IC manufacturing process flows.",not sure,yes
SAP Business Analyst - Finance (FI/CO/FM),2025-02-28,https://jobright.ai/jobs/info/67800f36a2c29318d06d004b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Washington, DC",Accenture Federal Services,10000+,"Consulting,Finance",$76100-$203400 /yr,"1. 1 year of SAP business analysis experience supporting one or more of the following modules: FI (Finance), CO (Cost Management), FM (Funds Management)
2. US Citizen (no dual citizenship)
3. Strong verbal and written communication skills",no,
Software Quality Engineer I,2025-02-28,https://jobright.ai/jobs/info/67a54e220527194dba5190cd?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Seattle, WA",ExtraHop,501-1000,"Analytics,Cyber Security",$96K-$120K /yr,"1. Bachelor’s degree in STEM field, Computer Science, Engineering, or related degree requiring systematic/analytical thinking
2. Up to 2 years scripting and/or OOP programming experience (Python, etc.); new grads will be considered
3. Curious engineer who likes to know why things break, with a passion for testing
4. Experience in Test Framework development and maintenance
5. Proficiency in Linux OS
...",not sure,
Software Engineer I,2025-02-28,https://jobright.ai/jobs/info/675b9b3c89fd39f6748ef8c1?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",Twitch,1001-5000,"Gaming,Media and Entertainment",$100K-$200K /yr,"1. Willingness to learn new things and work with a diverse group of people
2. A Bachelor's degree in Computer Science or equivalent industry experience as a Software Engineer
3. A strong foundation in data structures and algorithms.
4. Familiarity with scalability, concurrency, API design, data modeling, and distributed systems fundamentals.
5. Proficiency in Go, Java, Python or another Object-oriented language
...",not sure,
Senior Associate Application Engineer - Full Stack,2025-02-28,https://jobright.ai/jobs/info/6721609a953d297dc6fa5a7f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Riverwoods, IL",Discover Financial Services,10000+,"Banking,Credit",$74K-$124K /yr,"1. Bachelor’s Degree in Computer Science, Engineering, Informatics, Information Security, Information Technology or related
2. 1 year of experience in Information Technology (software) Engineering or related
3. Internal applicants only: technical proficiency rating of Advanced Beginner on the Dreyfus engineering scale
4. Primarily remain in a stationary position.
5. No required movement about the work environment to complete the major responsibilities of the job.
...",no,
"Associate, Java Developer (Hybrid)",2025-02-28,https://jobright.ai/jobs/info/67893aa1ae9f3dd8824167d6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New York, NY",Sumitomo Mitsui Banking Corporation – SMBC Group,10000+,"Advice,Banking",$85K-$170K /yr,"1. Strong fundamental Computer Science knowledge including Concurrency; Algorithms and data structures.
2. Proactive self-starter who is able to take initiative and roll up sleeves to get things done. Can influence cross discipline teams to achieve complex deliveries.
3. Scrum/agile methodology (Product owner and/or Scrum master), or ability to deliver software on short cycles.
4. Evidence of delivering application from inception, to design, and to production.
5. String core Java development skills including streams, lambdas, and advanced concurrency APIs.
...",not sure,
Quality Assurance Team Lead,2025-02-28,https://jobright.ai/jobs/info/67cad4d7a6ecf3f0716277ff?utm_source=1100&utm_campaign=Software Engineering,On Site,"Lancaster, TX",FreshRealm,1001-5000,"B2B,B2C",$24-$24 /hr,"1. Minimum 1-2 years of experience within a food manufacturing environment is required
2. 1 year in similar Quality leadership role
3. Advanced knowledge and experience in manufacturing processes, procedures and equipment
4. Must demonstrate the ability to lead the work of other employees, assign duties and manage workflow/ production for a shift or in the absence of the Department Manager
5. Ability to work routine and monotonous processes
...",not sure,
Software Engineer - Android,2025-02-28,https://jobright.ai/jobs/info/6753660793297c727e066348?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Mountain View, CA",LinkedIn,10000+,"Professional Networking,Recruiting",$99K-$163K /yr,"1. BA/BS in Computer Science or related technical field or equivalent practical experience.
2. 1+ years of industry experience
3. Programming experience in languages such as Java, C/C++, Python, JavaScript, Kotlin, etc.",not sure,
Mid-Level Applications Developer (Information Technology Analyst 2),2025-02-27,https://jobright.ai/jobs/info/67b79ba41e1123db5ed79f29?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Trenton, NJ",New Jersey Courts,5001-10000,"Government,Legal",$67K-$114K /yr,"1. Graduation from an accredited college or university with a Bachelor's Degree in a field related to computer science, information technology or the area to which the applicant is applying, such as information systems, human-computer interaction, interactive media, software engineering, computer networking, and/or cybersecurity and one (1) year of professional experience in: analyzing, designing, programming, troubleshooting, resolving technical problems, testing, defining business requirements, training and/or installing computer systems applications OR planning, acquiring, installing and implementing telecommunications facilities and services, wide area networks, or local area networks OR generating and maintaining system software.
2. Substitution: Applicants who do not possess the required education may substitute additional paraprofessional and/or professional IT technical experience or experience related to the area to which the applicant is applying on a year for year basis with one year of such experience being equal to 30 semester hour credits.
3. A Bachelor's Degree in any field from an accredited college or university and one year of additional paraprofessional and/or professional IT technical experience or experience related to the area to which the applicant is applying may be substituted for the required education.
4. An Associate's Degree in a field related to computer science, information technology or the area to which the applicant is applying, such as information systems, human-computer interaction, interactive media, software engineering, computer networking, and/or cybersecurity and two (2) years of additional paraprofessional and/or professional IT technical experience or experience related to the area to which the applicant is applying may be substituted for a the required education.
5. An Associate's Degree in any field from an accredited college or university and three years of additional paraprofessional and/or professional IT technical experience or experience related to the area to which the applicant is applying may be substituted for the required education.
...",no,
Quality Assurance Associate - Onsite,2025-02-27,https://jobright.ai/jobs/info/67c151c0978bc6fed314e98a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Helena, MT",Conduent,251-500,"Computer,Software",$18-$21 /hr,"1. High school diploma or GED equivalent
2. Experience working with Montana Medicaid",not sure,
Associate Software Developer,2025-02-27,https://jobright.ai/jobs/info/67a42800e4c639e16fcfb21a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Kenosha, WI
Milwaukee, WI
Glenview, IL
Waukegan, IL
Pleasant Prairie, WI",Uline,1001-5000,Office Supplies,$80K-$90K /yr,"1. Bachelor's degree in Computer Science, IT or related field.
2. Experience in C#, Java or any object-oriented language and SQL programming.
3. Experience interacting with REST APIs.
4. Excellent verbal and written communication skills.
5. Understanding of object-oriented and relational database design.",no,
"Full Stack Developer, Junior",2025-02-27,https://jobright.ai/jobs/info/67c13979617b22ad300b8288?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Arlington, VA",Booz Allen Hamilton,10000+,"Consulting,Cyber Security",$52K-$106K /yr,"1. 1+ year of experience designing, modifying, developing, writing, and implementing full-stack software solutions
2. Experience with programming languages, including Java, JavaScript, or Python
3. Experience with Agile methodology, extreme programming, software engineering, or software products
4. Knowledge of database management using SQL or NoSQL databases
5. Ability to solve complex problems and deliver solutions within a collaborative, cross-functional team environment
...",no,
Engineer – Enterprise Cart and Checkout,2025-02-27,https://jobright.ai/jobs/info/67c141dcce81a1a4b12651e7?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Brooklyn Park, MN
7000 Target Pkwy N,NCD-0375 Brooklyn Park,MN 55445",Target,10000+,"Communities,E-Commerce",$73200-$131700 /yr,"1. 4 year degree or equivalent experience
2. 1+ years of software development experience, including experience working with at least one JVM language
3. Demonstrates familiarity with current and emerging technologies in own scope of responsibility, and develops ability to apply these technologies
4. Understands concepts of package solutions and package specific programming language with knowledge of development objects
5. Demonstrates and continuously builds upon domain-specific knowledge
...",not sure,
Senior Associate Engineer (ServiceNow ),2025-02-27,https://jobright.ai/jobs/info/67c127637b2c41627cf2720a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
New Albany, OH
Riverwoods, IL",Discover Financial Services,10000+,"Banking,Credit",$74K-$124K /yr,"1. Bachelors – Computer Science, Engineering, Informatics, Information Security, Information Technology or related
2. 1+ Years -- Information Technology, (Software) Engineering, or related
3. Internal applicants only: technical proficiency rating of advance beginner on the Dreyfus engineering scale
4. Primarily remain in a stationary position.
5. No required movement about the work environment to complete the major responsibilities of the job.
...",no,
"Software Engineer (Salesforce, Copado, Test Automation)",2025-02-27,https://jobright.ai/jobs/info/67c13979617b22ad300b8292?utm_source=1100&utm_campaign=Software Engineering,On Site,"Hartford, CT",Travelers,10000+,"Auto Insurance,Insurance",$96K-$159K /yr,"1. Bachelor’s degree or its equivalent in work experience.
2. One year of programming/development experience.
3. Intermediate delivery skills including the ability to deliver work at a steady, predictable pace to achieve commitments, decompose work assignments into small batch releases and contribute to tradeoff and negotiation discussions.
4. Demonstrated track record of domain expertise including the ability to understand technical concepts necessary to do the job effectively, demonstrate willingness, cooperation, and concern for business issues and possess in-depth knowledge of immediate systems worked on.
5. Proven problem solving skills including debugging skills, allowing you to determine source of issues in unfamiliar code or systems and the ability to recognize and solve repetitive problems rather than working around them, recognize mistakes using them as learning opportunities and break down large problems into smaller, more manageable ones.
...",not sure,
Associate Quality Assurance Project Lead,2025-02-27,https://jobright.ai/jobs/info/67c1146075735852bc5d700a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Austin, TX",Activision Blizzard,10000+,"Console Games,Gaming",$19-$35 /hr,"1. Proficient with Devtrack & Jira or similar bug tracking database.
2. Able to identify defects in software titles and report defects in a clear and concise manner.
3. Capacity to create and implement innovative testing procedures and materials.
4. Strong working knowledge of most popular console platforms and related peripherals, PC Software/hardware, and Microsoft Office (Outlook, Word, Excel).
5. Has been in a leadership role (Senior QA Tester and/or Acting Associate QA Project Lead).
...",not sure,
Fullstack Engineer,2025-02-27,https://jobright.ai/jobs/info/67c213570df6efb3aac8b769?utm_source=1100&utm_campaign=Software Engineering,On Site,"Jersey City, NJ",Chubb,10000+,"Commercial Insurance,Financial Services",$92K-$112K /yr,"1. Software Engineer with 1-3 years of working experience in Object-oriented programing language (Java) and related frameworks, APIs and databases (SQL/NoSQL).
2. Working experience in REST APIs with Spring Boot.
3. Understanding and knowledge of Routing, Dependency Injection, Web API Filters, Caching.
4. Good understanding of Unit testing frameworks for UI & API.
5. Experience in source control tools like GIT, Jenkins CI/CD or any other build tool.
...",not sure,
Software Engineer I (Guidewire),2025-02-27,https://jobright.ai/jobs/info/67c102eef075e44d186cd029?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Atlanta, GA",Travelers,10000+,"Auto Insurance,Insurance",$96K-$159K /yr,"1. Bachelor’s degree or its equivalent in work experience.
2. One year of programming/development experience.
3. Perform analysis, design, development, and configuration functions as well as define technical requirements for assignments of intermediate complexity.
4. Participate with team to perform analysis, assessment and resolution for defects and incidents of intermediate complexity and escalate appropriately.
5. Work within guidelines set by team to independently tackle well-scoped problems.
...",not sure,
"Hub Delivery Quality Assurance, Hub Delivery",2025-02-27,https://jobright.ai/jobs/info/67c0e5eab7214472b14b02e2?utm_source=1100&utm_campaign=Software Engineering,On Site,"Bellevue, Washington, USA",Amazon,10000+,"Crowdsourcing,Delivery",$37000-$66800 /yr,"1. High school or equivalent
2. Work a flexible schedule/shift/work area, including weekends, nights, and/or holidays
3. Can lift up to 49 pounds, stand/walk during shifts lasting up to 12 hours, and be able to frequently push, pull, squat, bend, and reach
4. Work 40 hours/week, and overtime as required",not sure,
Software Engineer - New Grad,2025-02-27,https://jobright.ai/jobs/info/67c0f11c4443285898542efc?utm_source=1100&utm_campaign=Software Engineering,Hybrid,San Francisco Bay Area,Scale AI,501-1000,"Artificial Intelligence (AI),Data Collection and Labeling",$124000-$145000 /yr,"1. A graduation date in Fall 2024 or Spring 2025 with a Bachelor’s degree (or equivalent) in a relevant field (Computer Science, EECS, Computer Engineering, Statistics)
2. Product engineering experience such as building web apps full-stack, integrating with relevant APIs and services, talking to customers, figuring out ‘what’ to build and then iterating
3. Previous Computer Science/Software Engineering Internship experience
4. Track record of shipping high-quality products and features at scale
5. Experience building systems that process large volumes of data
...",not sure,yes
"Hub Delivery Quality Assurance, Hub Delivery",2025-02-27,https://jobright.ai/jobs/info/67c0dd41771f17a02881459b?utm_source=1100&utm_campaign=Software Engineering,On Site,"Bellevue, WA",Amazon,10000+,"Crowdsourcing,Delivery",$37K-$67K /yr,"1. High school or equivalent
2. Work a flexible schedule/shift/work area, including weekends, nights, and/or holidays
3. Can lift up to 49 pounds, stand/walk during shifts lasting up to 12 hours, and be able to frequently push, pull, squat, bend, and reach
4. Work 40 hours/week, and overtime as required",not sure,
Software Development Engineer Graduate (Distributed NoSQL Database Systems ) - 2025 Start (BS/MS),2025-02-27,https://jobright.ai/jobs/info/67be43cb3dc4fea871f7ae96?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$119K-$177K /yr,"1. Proficiency in one or more programming languages (C, C++, Java, Go, Python, Rust) with strong coding skills in a Linux environment.
2. Deep understanding of database principles, distributed system design, and multi-threaded programming, with hands-on experience in distributed storage and computing technologies.
3. Strong knowledge of distributed consensus algorithms, with experience in database kernel development.
4. Expertise in performance tuning, system optimization, and handling high-traffic, large-concurrency scenarios.
5. Practical experience with large-scale cloud-native architectures and distributed system control platforms.",not sure,yes
"Software Engineer, Lab Systems",2025-02-27,https://jobright.ai/jobs/info/67c0d4765091b259c0a9d936?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fremont, CA",Neuralink,251-500,"Biotechnology,Medical",$138K-$256K /yr,"1. You must have led a team to deliver a product or feature that had a clear impact
2. Evidence of exceptional ability in software engineering
3. A bachelor's degree in Computer Science or equivalent demonstrated work experience
4. 1-2 years of experience leading teams and owning the success of a product
5. Excellent written and verbal communication skills
...",not sure,
"Social Programmer I, NBA (Temporary)",2025-02-27,https://jobright.ai/jobs/info/67c0bc00df4be2782abc1164?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
Georgia, United States
New York, NY
Atlanta, GA",Warner Bros. Discovery,10000+,,$36K-$68K /yr,"1. You have a passion for sports, especially basketball and a strong knowledge of all things sports
2. You're a strong writer and creative at heart, who has a clear understanding of social design principles
3. You have flawless spelling and grammar with an eye always towards even the smallest details
4. You love keeping up with current trends and pop culture
5. You have experience with social media management & have an active presence on social media platforms (Facebook, Twitter, Instagram, YouTube, TikTok, etc.)
...",not sure,yes
C++ Software Engineer,2025-02-27,https://jobright.ai/jobs/info/67c0b30944ac4f5d5fcc337d?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Stamford, CT",Trexquant Investment LP,51-100,"Marketing,Real Estate",,"1. A degree in Computer Science, Engineering, Mathematics, or a related field
2. 1+ years of experience writing production-quality code in C++ (C++ 17/20) with a deep understanding of data structures, algorithms, concurrency patterns, and numeric processing
3. Experience designing, implementing, and optimizing low-latency and high-throughput systems, particularly for financial applications",not sure,
Software Engineer ,2025-02-27,https://jobright.ai/jobs/info/67c0b3346fc167951f731d49?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Francisco, California, USA",Amazon,10000+,"Crowdsourcing,Delivery",$99500-$200000 /yr,"1. Willingness to try new things and work with a diverse group of people
2. Bachelor's degree in Computer Science or related field or equivalent industry experience as a Software Engineer
3. A foundation in data structures and algorithms. Familiarity with scalability, concurrency, API design, data modeling, and distributed systems fundamentals",not sure,
Quality Assurance Analyst I,2025-02-27,https://jobright.ai/jobs/info/67c0a8e7cc4cd7d73d02d7d5?utm_source=1100&utm_campaign=Software Engineering,On Site,"Getzville, NY",M&T Bank,251-500,"Banking,Consulting",$18-$30 /hr,"1. Associates' degree and a minimum of 1 years' work experience in the area supported, or in lieu of a degree a combined minimum of 3 years' higher education and/or work experience, including a minimum of 1 years' work experience in the area supported
2. Proven analytical skills
3. Proven verbal and written communication skills
4. Prior experience with pertinent spreadsheet, word processing, database and presentation software
5. Detail-oriented",not sure,
BizOps Engineer I,2025-02-27,https://jobright.ai/jobs/info/67c0a337755918d973a597a0?utm_source=1100&utm_campaign=Software Engineering,On Site,"O'Fallon, MO",Mastercard,10000+,"Finance,Financial Services",$57K-$95K /yr,"1. Must have knowledge of supporting java-based applications running on PCF, AWS, or any similar cloud platform.
2. Responsible for monitoring and vulnerability management (viz. Patching, CERT renewals, Security etc.) for all our application servers.
3. Responsible for change/release management, creating deployment strategy for new services and performing code deployments as per release cadence.
4. Responsible for incident & problem management, tracking RCA for critical issues and driving them to closure.
5. Should have deployment expertise using CI/CD pipelines and configuration management expertise using Chef etc.
...",not sure,
Software Engineer I (Guidewire),2025-02-27,https://jobright.ai/jobs/info/67c0827c9cf0986cecf0a447?utm_source=1100&utm_campaign=Software Engineering,On Site,GA - Atlanta,Travelers,10000+,"Auto Insurance,Insurance",$96400-$159100 /yr,"1. Bachelor’s degree or its equivalent in work experience.
2. One year of programming/development experience.
3. Intermediate delivery skills including the ability to deliver work at a steady, predictable pace to achieve commitments, decompose work assignments into small batch releases and contribute to tradeoff and negotiation discussions.
4. Demonstrated track record of domain expertise including the ability to understand technical concepts necessary to do the job effectively, demonstrate willingness, cooperation, and concern for business issues and possess in-depth knowledge of immediate systems worked on.
5. Proven problem solving skills including debugging skills, allowing you to determine source of issues in unfamiliar code or systems and the ability to recognize and solve repetitive problems rather than working around them, recognize mistakes using them as learning opportunities and break down large problems into smaller, more manageable ones.
...",not sure,
Application Engineer,2025-02-27,https://jobright.ai/jobs/info/67a3c907685997f8c7a681bd?utm_source=1100&utm_campaign=Software Engineering,On Site,"New York, NY",Trinity Life Sciences,1001-5000,"Biotechnology,Health Care",$125K-$160K /yr,"1. Bachelor's or master's degree in computer science, or equivalent practical experience
2. 1-4 years of software engineering experience
3. Agile development experience or equivalent in fast-paced team environments
4. Full stack development abilities, with a desire to continually learn and advance this skillset
5. Typescript/Node.js APIs (must-have)
...",not sure,
